Food Name	Category Name	Calcium	Calories	Carbs	Cholesterol	Copper	Fats	Fiber	Folate	Iron	Magnesium	Monounsaturated Fat	Net carbs	Omega-3 - DHA	Omega-3 - DPA	Omega-3 - EPA	Phosphorus	Polyunsaturated fat	Potassium	Protein	Saturated Fat	Selenium	Sodium	Trans Fat	Vitamin A (IU)	Vitamin A RAE	Vitamin B1	Vitamin B12	Vitamin B2	Vitamin B3	Vitamin B5	Vitamin B6	Vitamin C	Zinc	Choline	Fructose	Histidine	Isoleucine	Leucine	Lysine	Manganese	Methionine	Phenylalanine	Starch	Sugar	Threonine	Tryptophan	Valine	Vitamin D	Vitamin E	Vitamin K	Omega-3 - ALA	Omega-6 - Eicosadienoic acid	Omega-6 - Gamma-linoleic acid	Omega-3 - Eicosatrienoic acid	Omega-6 - Dihomo-gamma-linoleic acid	Omega-6 - Linoleic acid	Omega-6 - Arachidonic acid
Pumpkin leaves	Greens	0.039	19	2.3	0	0.00013	0.4		3.60E-05	0.0022	0.038	0.05	2.3				0.104	0.02	0.436	3.2	0.21	9.00E-07	0.011	0	1942	9.70E-05	9.00E-05	0	0.00013	0.00092	4.00E-05	0.00021	0.011	0.0002			5.00E-05	0.00016	0.00032	0.0002	0.00036	5.00E-05	0.00017			0.00016	4.00E-05	0.00018	0									
Purslane	Greens	0.065	20	3.4	0	0.00011	0.36		1.20E-05	0.002	0.068		3.4				0.044		0.494	2		9.00E-07	0.045	0	1320		5.00E-05	0	0.00011	0.00048	4.00E-05	7.00E-05	0.021	0.00017	0.013						0.0003								0									
Spinach	Greens	0.136	23	3.8	0	0.00017	0.26	2.4	0.000146	0.0036	0.087	0.01	1.4	0	0	0	0.056	0.11	0.466	3	0.04	1.50E-06	0.07	0	10481	0.000524	0.0001	0	0.00024	0.00049	0.00015	0.00024	0.0098	0.00076	0.02		7.00E-05	0.00015	0.00023	0.00018	0.00094	6.00E-05	0.00013		0.43	0.00013	4.00E-05	0.00017	0	0.0021	0.000494							
Sweet potato leaves	Greens	0.078	42	8.8	0		0.51	5.3		0.00097	0.07	0.02	3.5				0.081	0.23	0.508	2.5	0.11	9.00E-07	0.006	0	3778	0.000189	0.00016	0	0.00035	0.0011	0.00023	0.00019	0.011							0.00023		9.00E-05					4.00E-05		0		0.000302							
Taro leaves	Greens	0.107	42	6.7	0	0.00027	0.74	3.7	0.000126	0.0023	0.045	0.06	3	0	0	0	0.06	0.31	0.648	5	0.15	9.00E-07	0.003	0	4825	0.000241	0.00021	0	0.00046	0.0015	8.00E-05	0.00015	0.052	0.00041	0.013		0.00011	0.00026	0.00039	0.00025	0.00071	8.00E-05	0.0002		3	0.00017	5.00E-05	0.00026	0	0.002	0.000109							
Vine spinach (basella)	Greens	0.109	19	3.4	0	0.00011	0.3		0.00014	0.0012	0.065		3.4				0.052		0.51	1.8		8.00E-07	0.024	0	8000	0.0004	5.00E-05	0	0.00016	0.0005	5.00E-05	0.00024	0.102	0.00043			4.00E-05	5.00E-05	0.0001	9.00E-05	0.00074	2.00E-05	9.00E-05			6.00E-05	3.00E-05	7.00E-05	0									
Watercress	Greens	0.12	11	1.3	0	8.00E-05	0.1	0.5	9.00E-06	0.0002	0.021	0.01	0.79	0	0	0	0.06	0.04	0.33	2.3	0.03	9.00E-07	0.041	0	3191	0.00016	9.00E-05	0	0.00012	0.0002	0.00031	0.00013	0.043	0.00011	0.009		4.00E-05	9.00E-05	0.00017	0.00013	0.00024	2.00E-05	0.00011		0.2	0.00013	3.00E-05	0.00014	0	0.001	0.00025							
Borage	Greens	0.093	21	3.1	0	0.00013	0.7		1.30E-05	0.0033	0.052	0.21	3.1				0.053	0.11	0.47	1.8	0.17	9.00E-07	0.08	0	4200	0.00021	6.00E-05	0	0.00015	0.0009	4.00E-05	8.00E-05	0.035	0.0002							0.00035								0									
Drumstick tree	Greens	0.03	37	8.5	0	8.00E-05	0.2	3.2	4.40E-05	0.00036	0.045	0.1	5.3				0.05	0	0.461	2.1	0.03	7.00E-07	0.042	0	74	4.00E-06	5.00E-05	0	7.00E-05	0.00062	0.00079	0.00012	0.141	0.00045							0.00026								0									
Arugula	Greens	0.16	25	3.7	0	8.00E-05	0.66	1.6	9.70E-05	0.0015	0.047	0.05	2.1	0	0	0	0.052	0.32	0.369	2.6	0.09	3.00E-07	0.027	0	2373	0.000119	4.00E-05	0	9.00E-05	0.00031	0.00044	7.00E-05	0.015	0.00047	0.015						0.00032				2.1				0	0.00043	0.000109							
Lemongrass	Greens	0.065	99	25	0	0.00027	0.49		7.50E-05	0.0082	0.06	0.05	25				0.101	0.17	0.723	1.8	0.12	7.00E-07	0.006	0	6	0	7.00E-05	0	0.00014	0.0011	5.00E-05	8.00E-05	0.0026	0.0022							0.0052								0									
Grape leaves	Greens	0.363	93	17	0	0.00042	2.1	11	8.30E-05	0.0026	0.095	0.08	6.3	0	0	0	0.091	1.1	0.272	5.6	0.34	9.00E-07	0.009	0	27521	0.001376	4.00E-05	0	0.00035	0.0024	0.00023	0.0004	0.011	0.00067	0.013						0.0029				6.3				0	0.002	0.000109							
Fireweed	Greens	0.429	103	19	0	0.00032	2.8	11	0.000112	0.0024	0.156		8.6				0.108		0.494	4.7		9.00E-07	0.034	0	3598	0.00018	3.00E-05	0	0.00014	0.0047	0.0014	0.00063	0.0022	0.0027							0.0067								0									
Barley	Greens	0.011	123	28	0	0.00011	0.44	3.8	1.60E-05	0.0013	0.022	0.06	24	0	0	0	0.054	0.21	0.093	2.3	0.09	8.60E-06	0.003		7	0	8.00E-05	0	6.00E-05	0.0021	0.00014	0.00012	0	0.00082	0.013		5.00E-05	8.00E-05	0.00015	8.00E-05	0.00026	4.00E-05	0.00013		0.28	8.00E-05	4.00E-05	0.00011	0	1.00E-05	8.00E-07							
Bulgur	Greens	0.01	83	19	0	8.00E-05	0.24	4.5	1.80E-05	0.00096	0.032	0.03	14	0	0	0	0.04	0.1	0.068	3.1	0.04	6.00E-07	0.005		2	0	6.00E-05	0	3.00E-05	0.001	0.00034	8.00E-05	0	0.00057	0.0069		7.00E-05	0.00011	0.00021	9.00E-05	0.00061	5.00E-05	0.00015		0.1	9.00E-05	5.00E-05	0.00014	0	1.00E-05	5.00E-07							
Corn grain	Greens	0.007	365	74	0	0.00031	4.7	7.3	1.90E-05	0.0027	0.127	1.3	67				0.21	2.2	0.287	9.4	0.67	1.60E-05	0.035		214	1.10E-05	0.00039	0	0.0002	0.0036	0.00042	0.00062	0	0.0022			0.00029	0.00034	0.0012	0.00027	0.00049	0.0002	0.00046		0.64	0.00035	7.00E-05	0.00048	0	0.00049	3.00E-07							
Hominy	Greens	0.01	72	14	0	3.00E-05	0.88	2.5	1.00E-06	0.00062	0.016	0.23	12	0	0	0	0.035	0.4	0.009	1.5	0.12	3.00E-06	0.345		1	0	0	0	1.00E-05	3.00E-05	0.00015	1.00E-05	0	0.0011	0.0031		5.00E-05	6.00E-05	0.0002	3.00E-05	7.00E-05	3.00E-05	8.00E-05		1.8	5.00E-05	1.00E-05	8.00E-05	0	5.00E-05	2.00E-07							
Bran	Greens	0.01	40	11	0	7.00E-05	0.86	2.6	6.00E-06	0.00088	0.04	0.29	8.8				0.119	0.34	0.092	3.2	0.16	7.70E-06	0.001		0	0	0.00016	0	3.00E-05	0.00014	0.00022	3.00E-05	0	0.00053			7.00E-05	0.00011	0.00024	0.00013	0.00096	6.00E-05	0.00016			9.00E-05	6.00E-05	0.00017	0									
Triticale	Greens	0.037	336	72	0	0.00046	2.1		7.30E-05	0.0026	0.13	0.21	72				0.358	0.91	0.332	13	0.37		0.005		0	0	0.00042	0	0.00013	0.0014	0.0013	0.00014	0	0.0035			0.00031	0.00048	0.00091	0.00037	0.0032	0.0002	0.00064			0.00041	0.00016	0.00061	0	0.0009								
Wild rice	Greens	0.003	101	21	0	0.00012	0.34	1.8	2.60E-05	0.0006	0.032	0.05	20	0	0	0	0.082	0.21	0.101	4	0.05	8.00E-07	0.003		3	0	5.00E-05	0	9.00E-05	0.0013	0.00015	0.00014	0	0.0013	0.01	0.2	0.0001	0.00017	0.00028	0.00017	0.00028	0.00012	0.0002		0.73	0.00013	5.00E-05	0.00023	0	0.00024	5.00E-07							
Spinach pasta	Greens	0.043	289	56	0.073	0.0002	2.1		0.000177	0.0033	0.063	0.66	56				0.148	0.47	0.272	11	0.48		0.027		241	2.50E-05	0.00061	3.10E-07	0.0004	0.0035	0.00069	0.00032	0	0.0014			0.00024	0.00049	0.00081	0.00034	0.00078	0.00021	0.00056			0.00035	0.00015	0.00054										
Chow mein	Greens	0.02	475	73	0	0.00017	15	3.7	0.000106	0.0047	0.052	8.9	69	0	0	0	0.161	3.6	0.12	8.1	2.2	4.30E-05	1.174	0.8	0	0	0.00058	0	0.00042	0.006	0.00053	0.00011	0	0.0014	0.0087										5.7				0	0.0023	1.40E-06							
Somen noodles	Greens	0.008	131	28	0	3.00E-05	0.18		2.00E-06	0.00052	0.002	0.02	28				0.027	0.07	0.029	4	0.03		0.161		0	0	2.00E-05	0	3.00E-05	0.0001	0.00017	1.00E-05	0	0.00022			8.00E-05	0.00016	0.00027	8.00E-05	0.00025	6.00E-05	0.00019			0.00011	5.00E-05	0.00017	0									
Barley flour	Greens	0.032	345	75	0	0.00034	1.6	10	8.00E-06	0.0027	0.096	0.21	64	0	0	0	0.296	0.77	0.309	11	0.34	3.80E-05	0.004		0	0	0.00037	0	0.00011	0.0063	0.00015	0.0004	0	0.002	0.038		0.00024	0.00038	0.00071	0.00039	0.001	0.0002	0.00059		0.8	0.00036	0.00018	0.00052	0	0.00057	2.20E-06							
Rice noodles	Greens	0.004	108	24	0	4.00E-05	0.2	1	1.00E-06	0.00014	0.003	0.03	23	0	0	0	0.02	0.02	0.004	1.8	0.02	4.50E-06	0.019		0	0	2.00E-05	0	0	7.00E-05	1.00E-05	1.00E-05	0	0.00025	0.0016		5.00E-05	7.00E-05	0.00015	6.00E-05	0.00011	4.00E-05	0.0001		0.03	6.00E-05	2.00E-05	0.0001	0	3.00E-05	0							
Quinoa	Greens	0.017	120	21	0	0.00019	1.9	2.8	4.20E-05	0.0015	0.064	0.53	19	0.02	0	0	0.152	1.1	0.172	4.4	0.23	2.80E-06	0.007		5	0	0.00011	0	0.00011	0.00041		0.00012	0	0.0011	0.023		0.00013	0.00016	0.00026	0.00024	0.00063	0.0001	0.00019	18	0.87	0.00013	5.00E-05	0.00019	0	0.00063	0							
Wheat	Greens	0.009	132	28	0	0.00021	0.83	4.3	1.10E-05	0.0018	0.048	0.08	23				0.147	0.24	0.164	5.7	0.08	3.20E-05	0.008	0	4		0.0001	0	3.00E-05	0.0023		7.00E-05		0.0018			0.00015	0.00022	0.00043	0.00016	0.001	0.0001	0.0003		3.1	0.00017	5.00E-05	0.00027		0.00024								
Spelt	Greens	0.01	127	26	0	0.00022	0.85	3.9	1.30E-05	0.0017	0.049		23				0.15		0.143	5.5		4.00E-06	0.005		4	0	0.0001	0	3.00E-05	0.0026		8.00E-05	0	0.0013							0.0011			20						0.00026								
Teff	Greens	0.049	101	20	0	0.00023	0.65	2.8	1.80E-05	0.0021	0.05		17				0.12		0.107	3.9			0.008		2	0	0.00018	0	3.00E-05	0.00091		0.0001		0.0011			9.00E-05	0.00015	0.00031	0.00011	0.0029	0.00013	0.0002			0.00015	4.00E-05	0.0002										
Egg noodles	Greens	0.012	138	25	0.029	0.0001	2.1	1.2	7.00E-06	0.0006	0.021	0.58	24	0	0	0	0.076	0.55	0.038	4.5	0.42	2.40E-05	0.005	0.03	21	6.00E-06	3.00E-05	9.00E-08	2.00E-05	0.0004	0.00026	5.00E-05	0	0.00065	0.026	0	0.00012	0.00019	0.00037	0.00014	0.00032	9.00E-05	0.00024		0.4	0.00014	4.00E-05	0.00022	1.00E-07	0.00017	0							
Millet flour	Greens	0.014	382	75		0.00054	4.3	3.5	4.20E-05	0.0039	0.119	0.92	72	0	0	0	0.285	2.6	0.224	11	0.54	3.30E-05	0.004	0			0.00041		7.00E-05	0.006	0.0013	0.00037	0	0.0026		0	0.00026	0.00047	0.0015	0.00014	0.001	0.00032	0.00068	70	1.7	0.00035	0.00017	0.00058		0.00011	8.00E-07	0.04	0	0	0	0	2.5	
Fortune cookie	Sweets	0.012	378	84	0.002	6.00E-05	2.7	1.6	6.60E-05	0.0014	0.007	1.3	82	0	0	0	0.035	0.47	0.041	4.2	0.67	2.90E-06	0.031		3	1.00E-06	0.00018	1.00E-08	0.00013	0.0018	0.0003	1.00E-05	0	0.00017	0.006		9.00E-05	0.00017	0.0003	0.00016	0.00019	8.00E-05	0.0002		45	0.00012	6.00E-05	0.00019	0	3.00E-05	1.10E-06							
Fruit leather	Sweets	0.018	359	83	0	0.00017	2.7	0	4.00E-06	0.00075	0.014	1.5	83	0	0	0	0.024	0.55	0.164	1	0.65	2.70E-06	0.403		58	6.00E-06	4.00E-05	0	0.0001	0.0001	0.00032	0.0003	0.056	0.00019	0.013						0.00018				58				0	0.00056	1.80E-05							
Pretzel	Sweets	0.036	381	79	0	0.00026	3.5	2.8	8.30E-05	0.0017	0.035	1.4	76				0.113	1.2	0.146	9.1	0.75	5.80E-06	1.715		0	0	0.00018	0	0.0001	0.0019	0.00029	0.00012	0	0.00085			0.0002	0.00035	0.00064	0.00022	0.0018	0.00016	0.00045			0.00026	0.00011	0.00039										
Tootsie roll	Sweets	0.036	387	88	0.002	0.00013	3.3	0.1	9.00E-06	0.0008	0.022	1.9	88	0		0	0.057	0.27	0.116	1.6	0.97	2.20E-06	0.044		0	0	6.00E-05	0	7.00E-05	0.00021	0.00029	1.00E-05	0	0.0004		0.4	3.00E-05	6.00E-05	0.00011	9.00E-05	5.00E-05	1.00E-05	5.00E-05	15	56	4.00E-05	0.00019	8.00E-05		0.00065	9.60E-06	0.02	0	0				
Almond joy	Sweets	0.064	479	60	0.004		27	5		0.0013		5.3	55				0.112	1.2	0.254	4.1	18		0.142		42								0.0007												48													
Bit-o-honey	Sweets	0.035	375	81	0	3.00E-05	7.5	0.2	2.00E-06	0.0002	0.007	1	81	0	0	0	0.028	0.34	0.044	2	5.5	1.30E-06	0.295	0	0	0	6.00E-05	6.00E-08	4.00E-05	7.00E-05	8.00E-05	1.00E-05	0.0008	0.00049	0.0025						4.00E-05				48				0	0.0003	0		0					
Butterfinger	Sweets	0.036	459	73	0	0.00019	19	2	2.80E-05	0.00079	0.048	5.1	71	0	0	0	0.097	3.2	0.22	5.4	9.5	2.90E-06	0.23	0.04	0	0	0.00012	4.00E-08	6.00E-05	0.0026	0.00037	7.00E-05	0	0.001	0.015						0.00049				46				0	0.0017	2.20E-06							
Butterscotch	Sweets	0.004	391	90	0.009	0	3.3	0	0	1.00E-05	0	0.85	90	0	0	0	0.001	0.12	0.003	0.03	2.1	6.00E-07	0.391		100	2.80E-05	1.00E-05	0	2.00E-05	0	0	0	0	9.00E-05	0.0008						0				80				0	9.00E-05	3.00E-07							
Carob	Sweets	0.303	540	56	0.001	0.00018	31	3.8	2.10E-05	0.0013	0.036	0.48	52	0	0	0	0.126	0.3	0.633	8.2	29	5.20E-06	0.107	0	10	1.00E-06	0.0001	2.80E-07	0.00018	0.001	0.00075	0.00013	0.0005	0.0035	0.019						0.00014				34				0	0.0016	7.70E-06							
Caramel	Sweets	0.138	382	77	0.007	2.00E-05	8.1	0	4.00E-06	0.00014	0.017	1.5	77	0	0	0	0.114	3.5	0.214	4.6	2.5	1.80E-06	0.245		42	1.20E-05	0.0001	3.00E-07	0.00026	0.00015	0.00062	6.00E-05	0.0004	0.00044	0.008		0.00012	0.00026	0.00042	0.00034	1.00E-05	0.00011	0.00021		66	0.00019	6.00E-05	0.00029	0	0.00046	1.80E-06							
Caramello	Sweets	0.213	462	64	0.027		21	1.2		0.0011		5.3	63				0.15	0.63	0.341	6.2	13		0.122		303								0.0017												57													
White chocolate	Sweets	0.199	539	59	0.021	6.00E-05	32	0.2	7.00E-06	0.00024	0.012	9.1	59	0	0	0	0.176	1	0.286	5.9	19	4.50E-06	0.09	0	30	9.00E-06	6.00E-05	5.60E-07	0.00028	0.00075	0.00061	6.00E-05	0.0005	0.00074	0.03						1.00E-05				59				0	0.00096	9.10E-06							
York peppermint pattie	Sweets	0.011	384	81	0.001		7.2	2		0.00092		0.41	79				0	0.11	0.111	2.2	4.3		0.028		7								0												64													
Twizzlers	Sweets	0.008	347	79	0		2.6	0.6		0.00028		1.9	79				0.024	0.14	0.037	2.3	0.54		0.195		0								0												51													
Crème caramel	Sweets	0.083	145	23	0.09	3.00E-05	4	0	9.00E-06	0.00038	0.009	1.3	23	0.01	0	0	0.096	0.39	0.118	4.5	1.8	8.70E-06	0.053		161	4.60E-05	3.00E-05	3.60E-07	0.00021	8.00E-05	0.00051	4.00E-05	0	0.00047							1.00E-05				23					0.00023	2.00E-07							
Ice cream	Sweets	0.128	207	24	0.044	2.00E-05	11	0.7	5.00E-06	9.00E-05	0.014	3	23	0	0	0	0.105	0.45	0.199	3.5	6.8	1.80E-06	0.08		421	0.000118	4.00E-05	3.90E-07	0.00024	0.00012	0.00058	5.00E-05	0.0006	0.00069	0.026		9.00E-05	0.0002	0.00032	0.00026	1.00E-05	8.00E-05	0.00016		21	0.00015	5.00E-05	0.00022	2.00E-07	0.0003	3.00E-07							
Sherbet	Sweets	0.054	144	30	0.001	3.00E-05	2	1.3	4.00E-06	0.00014	0.008	0.53	29	0	0	0	0.04	0.08	0.096	1.1	1.2	1.50E-06	0.046		46	1.20E-05	3.00E-05	1.30E-07	0.0001	6.00E-05	0.00022	2.00E-05	0.0023	0.00048	0.0077						1.00E-05				24				0	1.00E-05	0							
Fondant icing	Sweets	0.003	373	93	0	0	0.02	0	0	1.00E-05	0	0	93	0	0	0	0	0	0.004	0	0	6.00E-07	0.011		0	0	1.00E-05	0	2.00E-05	0	0	0	0	4.00E-05	0						0				89				0	0	0							
Fudge	Sweets	0.049	411	76	0.014	0.00033	10	1.7	4.00E-06	0.0018	0.036	2.9	75	0	0	0	0.071	0.37	0.134	2.4	6.4	2.50E-06	0.045	0.17	159	4.40E-05	3.00E-05	9.00E-08	9.00E-05	0.00018	0.00014	1.00E-05	0	0.0011	0.01						0.00042				73				0	0.00018	1.40E-06		0					
Goobers	Sweets	0.089	512	53	0.012		34	9.7		0.0011			43						0.502	9.7	12		0.036	0.07	68								0.0003												43													
Gumdrop	Sweets	0.003	396	99	0	1.00E-05	0	0.1	0	0.0004	0.001	0	99	0	0	0	0.001	0	0.005	0	0	8.00E-07	0.044		0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0						1.00E-05				59				0	0	0							
Jelly bean	Sweets	0.003	375	94	0	3.00E-05	0.05	0.2	0	0.00013	0.002	0	93	0	0	0	0.004	0	0.037	0	0	1.10E-06	0.05		0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	5.00E-05	0						4.00E-05				70				0	0	0							
Kit Kat	Sweets	0.125	518	65	0.011	0.00022	26	1	1.40E-05	0.001	0.037	5.8	64	0	0	0	0.135	0.9	0.231	6.5	18	5.00E-06	0.054	0.1	81	2.40E-05	0.00012	5.60E-07	0.00021	0.0005	0.00064	2.00E-05	0	9.00E-05	0.031	0.2	0.00011	0.00028	0.00052	0.00028	0.0001	0.00016	0.00027	11	49	0.00019	9.00E-05	0.00036	0	0.00034	5.20E-06	0.08	0	0				
Baby ruth	Sweets	0.047	459	65	0	0.00023	22	2	1.20E-05	0.00063	0.043	5.6	63	0	0	0	0.094	2.6	0.249	5.4	12	2.50E-06	0.23	0.05	0	0	6.00E-05	6.00E-08	0.00012	0.0013	0.00033	4.00E-05	0	0.00072	0.035						0.00035				54				0	0.00093	2.30E-06							
Marshmallow	Sweets	0.003	318	81	0	0.0001	0.2	0.1	1.00E-06	0.00023	0.002	0.08	81	0	0	0	0.008	0.05	0.005	1.8	0.06	1.70E-06	0.08		0	0	0	0	0	8.00E-05	1.00E-05	0	0	4.00E-05	0.0001		2.00E-05	3.00E-05	7.00E-05	8.00E-05	1.00E-05	2.00E-05	4.00E-05		58	4.00E-05	0	5.00E-05	0	0	0							
Halva	Sweets	0.033	469	60	0	0.0012	22	4.5	6.50E-05	0.0045	0.218	8.2	56	0	0	0	0.607	8.5	0.187	12	4.1	1.20E-05	0.195		2	0	0.00042	4.00E-08	9.00E-05	0.0029	0.00017	0.00035	0.0001	0.0043							0.00087																	
Oh henry	Sweets	0.069	462	66	0.007	0.00035	23	1.9	4.40E-05	0.0005	0.051	5.5	64	0	0	0	0.14	2.7	0.259	7.7	9.6	3.20E-06	0.193	0.05	0	0	0.00015	2.00E-07	0.00012	0.0025	0.00054	9.00E-05	0	0.0012	0.037						0.00054				46				0	0.0022	1.20E-06		0					
Chunky bar	Sweets	0.1	475	60	0.01		28	2.5		0.0009			58							7.5	13		0.038	0.16	0								0												53													
Banana pudding	Sweets	0.102	105	20	0.006	1.00E-05	1.7	0	4.00E-06	6.00E-05	0.012	0.46	20	0	0	0	0.216	0.12	0.131	2.8	0.97	2.00E-06	0.296		170	4.60E-05	3.00E-05	3.00E-07	0.00014	7.00E-05	0.00027	4.00E-05	0.0008	0.00033			8.00E-05	0.00017	0.00027	0.00022	0	7.00E-05	0.00013			0.00013	4.00E-05	0.00019	8.00E-07									
Chocolate pudding	Sweets	0.104	105	19	0.006	7.00E-05	1.9	0.4	5.00E-06	0.0004	0.019	0.56	18	0	0	0	0.238	0.13	0.168	3.2	1.1	2.30E-06	0.284		170	4.60E-05	3.00E-05	3.10E-07	0.00015	0.00011	0.00027	4.00E-05	0.0008	0.00043			8.00E-05	0.00018	0.0003	0.00024	6.00E-05	7.00E-05	0.00015			0.00014	4.00E-05	0.00021	8.00E-07									
Milky way	Sweets	0.115	456	71	0.009	0.00015	17	1	4.00E-06	0.00049	0.02	2.2	70	0	0	0	0.067	0.26	0.124	4	12	2.00E-06	0.167	0.21	110	3.10E-05	5.00E-05	1.80E-07	0.0001	0.00015	0.00016	1.00E-05	0.0007	0.00069	0.017						0.00015				60				4.00E-07	0.00089	3.60E-06		0					
Skor bar	Sweets	0.03	541	64	0.053	4.00E-05	30	1.3	2.00E-06	0.00057	0.01	9.7	62	0	0	0	0.061	1.2	0.153	3.1	19	0	0.317		204	6.10E-05	2.00E-05	2.10E-07	0.0001	0.00013	4.00E-05	2.00E-05	0.0005	0.00017	0.0031						0				60				1.00E-07	0.00058	8.60E-06		0					
M&Ms Peanut	Sweets	0.102	515	60	0.008	0.00051	26	3.7	5.50E-05	0.0012	0.069	8.1	57	0	0	0	0.19	3.5	0.347	9.6	10	4.10E-06	0.05	0.33	74	2.20E-05	6.00E-05	3.20E-07	0.00011	0.0034	0.00063	9.00E-05	0	0.0018	0.037						0.00066				51				0	0.0029	3.00E-06		0					
Mounds candy bar	Sweets	0.021	486	59	0.002	0.0004	27	3.7	6.00E-06	0.0021	0.055	0.39	55	0	0	0	0.091	0.14	0.321	4.6	21	6.60E-06	0.145		0	0	5.00E-05	0	6.00E-05	0.00028	0.00025	9.00E-05	0.0004	0.0011	0.012						0.00095				46				0	0.00019	1.60E-06		0					
Mr. Goodbar	Sweets	0.11	538	54	0.01	0.00017	33	3.8	3.80E-05	0.0014	0.047	8.2	51	0	0	0	0.163	4.4	0.394	10	14	0	0.041		125	3.50E-05	0.00014	3.30E-07	0.00014	0.0034	0.00042	7.00E-05	0.0009	0.00093	0.047						0				47				0	0.0032	3.60E-06		0					
100 grand bar	Sweets	0.076	468	71	0.012	0.00019	19	1	5.00E-06	0.00034	0.025	6	70	0	0	0	0.086	1.4	0.163	2.5	12	2.50E-06	0.203	0	127	3.80E-05	6.00E-05	2.90E-07	0.00012	0.0002	0.00018	2.00E-05	0.0007	0.00099	0.025						0.00017				52				0	0.00042	6.20E-06		0					
Crunch bar	Sweets	0.1	500	67	0.013		26	1.9		0.0007			65						0.305	5	16		0.15	0.14	107								0.0005												55													
Candy bar	Sweets	0.078	522	47	0	0.00077	34	4.1	7.50E-05	0.00097	0.11	17	43	0	0	0	0.308	11	0.407	16	4.7	4.70E-06	0.156		0	0	0.0001	0	0.00014	0.0079	0.00083	0.153	0	0.0039	0.029		0.00039	0.00053	0.00099	0.00055	0.0012	0.00019	0.00079		42	0.00052	0.00015	0.00064	0	0.0041	0							
Raisinets	Sweets	0.085	422	71	0.011		17	2.2		0.0012			69							4.4	11		0.033	0.08	77								0.0016												59													
Reeses cups	Sweets	0.078	515	55	0.006	0.00024	31	3.6	5.00E-05	0.0012	0.062	13	52	0	0	0	0.161	5.5	0.343	10	11	1.40E-06	0.357	0	56	1.70E-05	0.00016	2.60E-07	0.00011	0.0045	0.00062	0.0001	0.0003	0.0013	0.035						0				47				0	0.00015	2.00E-06		0					
Reese's pieces	Sweets	0.069	497	60	0	0.00041	25	3	5.50E-05	0.00049	0.088	4.5	57	0	0	0	0.207	1.9	0.359	12	16	8.00E-07	0.194	0	0	0	0.00018	1.10E-07	0.00022	0.0061	0.00061	0.00011	0	0.0012	0.029						0.0011				53				0	0.00099	5.90E-06							
Rolo	Sweets	0.145	474	68	0.012	0	21	0.9	0	0.00042	0	2.1	67	0	0	0	0.071	0.27	0.188	5.1	15	0	0.188	0	121	3.40E-05	2.00E-05	3.30E-07	0.00012	4.00E-05	0	0	0.0009	0	0.02						0				64				0	0.0011	3.20E-06		0					
After eight	Sweets	0.013	432	80	0		12	2.4		0.00057			77							1.7	8.3		0.001	0	0	0							0												67													
Starburst	Sweets	0	408	83	0	1.00E-05	8.2	0	1.00E-06	1.00E-05	0.001	0	83	0	0	0	0.005	0	0.002	0.41	7.8	8.00E-07	0.002	0.14	1	0	0	0	0	1.00E-05	4.00E-05	0	0.059	0	0						2.00E-05				58				0	0.00033	2.10E-06							
3 musketeers	Sweets	0.054	436	78	0.005	0.00016	13	1.5	4.00E-06	0.00067	0.029	2.4	76	0	0	0	0.069	0.32	0.133	2.6	8.6	1.90E-06	0.194	0.13	67	2.00E-05	3.00E-05	1.60E-07	6.00E-05	0.00023	0.00023	2.00E-05	0.0002	0.00055	0.012						0.00016				67				0	0.00098	2.90E-06		0					
Twix	Sweets	0.106	502	65	0.007	0.0002	25	1.1	2.60E-05	0.00081	0.027	3	64	0	0	0	0.105	0.63	0.186	4.9	19	4.30E-06	0.198	0.34	67	2.00E-05	0.00016	3.30E-07	0.00021	0.0011	0.00027	3.00E-05	0.0006	0.0011	0.021						0.00027				48				0	0.00074	5.60E-06		0					
Whatchamacallit	Sweets	0.118	494	63	0.012	0.00012	24	1.9	1.80E-05	0.0011	0.028	3.8	61	0	0	0	0.138	0.83	0.303	8	17	7.00E-07	0.299	0.12	134	3.80E-05	0.00011	3.70E-07	0.00021	0.0025	0.00026	4.00E-05	0.0009	0.00043	0.025						0.00033				49				0	0.0013	4.30E-06		0					
Chewing gum	Sweets	0	360	97	0	0	0.3	2.4	0	0	0	0.08	94	0	0	0	0	0.14	0.002	0	0.04	6.00E-07	0.001		0	0	0	0	0	0	0	0	0	0	0						0				66				0	0	0							
Cocoa bean	Sweets	0.111	220	58	0	0.0036	13	30	3.20E-05	0.016	0.476	4.4	29	0	0	0	0.728	0.42	2.509	18	7.8	1.30E-05	0.019		0	0	0.00011	0	0.00046	0.0024	0.00025	0.00012	0	0.0064	0.011		0.00031	0.0007	0.0011	0.00091	0.0037	0.00019	0.00087		1.8	0.00072	0.00027	0.0011	0	0.0001	2.40E-06							
